strategy,strategy_label,layout,number_of_tmas,n_patients,patients_per_tma_target,core_diameter_mm,usable_width_mm,usable_height_mm,min_edge_space_mm,positions_per_tma,patient_positions_per_tma,empty_positions_per_tma,control_positions_per_tma,total_positions_all_tmas,patient_positions_all_tmas,empty_positions_all_tmas,control_positions_all_tmas,mean_cores_per_patient,min_balanced_cores_per_patient,patients_with_extra_core,patient_tissue_area_mm2,all_tissue_area_mm2,total_chamber_area_mm2,patient_tissue_fraction_of_chamber_area_all_tmas,total_core_surface_fraction_of_chamber_area_all_tmas,total_core_surface_to_total_chamber_area,tissue_fraction_of_sample_area_all_tmas,orientation_penalty_percent,asymmetry_score,feasible
none,No orientation holes,rectangular,2,80,40.0000,0.6000,22.4500,10.4500,1.0000,98,98,0,0,196,196,0,0,2.4500,2,36,55.4177,55.4177,469.2050,0.118110,0.118110,0.118110,0.118110,0.0000,0,1
four_empty_row,4 empty holes in one row,rectangular,2,80,40.0000,0.6000,22.4500,10.4500,1.0000,98,94,4,0,196,188,8,0,2.3500,2,28,53.1557,53.1557,469.2050,0.113289,0.113289,0.113289,0.113289,4.0816,8,1
four_empty_diagonal,4 empty diagonal holes,rectangular,2,80,40.0000,0.6000,22.4500,10.4500,1.0000,98,94,4,0,196,188,8,0,2.3500,2,28,53.1557,53.1557,469.2050,0.113289,0.113289,0.113289,0.113289,4.0816,6,1
six_empty_staircase,6 empty staircase holes,rectangular,2,80,40.0000,0.6000,22.4500,10.4500,1.0000,98,92,6,0,196,184,12,0,2.3000,2,24,52.0248,52.0248,469.2050,0.110879,0.110879,0.110879,0.110879,6.1224,12,1
four_control_asymmetric,4 asymmetric control cores,rectangular,2,80,40.0000,0.6000,22.4500,10.4500,1.0000,98,94,0,4,196,188,0,8,2.3500,2,28,53.1557,55.4177,469.2050,0.113289,0.118110,0.118110,0.113289,4.0816,8,1
r_empty_row_cols,Old R/GeoMx empty row + columns,rectangular,2,80,40.0000,0.6000,22.4500,10.4500,1.0000,98,72,26,0,196,144,52,0,1.8000,1,64,40.7150,40.7150,469.2050,0.086775,0.086775,0.086775,0.086775,26.5306,24,1
none,No orientation holes,rectangular,2,80,40.0000,0.6100,22.4500,10.4500,1.0000,98,98,0,0,196,196,0,0,2.4500,2,36,57.2803,57.2803,469.2050,0.122080,0.122080,0.122080,0.122080,0.0000,0,1
four_empty_row,4 empty holes in one row,rectangular,2,80,40.0000,0.6100,22.4500,10.4500,1.0000,98,94,4,0,196,188,8,0,2.3500,2,28,54.9424,54.9424,469.2050,0.117097,0.117097,0.117097,0.117097,4.0816,8,1
four_empty_diagonal,4 empty diagonal holes,rectangular,2,80,40.0000,0.6100,22.4500,10.4500,1.0000,98,94,4,0,196,188,8,0,2.3500,2,28,54.9424,54.9424,469.2050,0.117097,0.117097,0.117097,0.117097,4.0816,6,1
six_empty_staircase,6 empty staircase holes,rectangular,2,80,40.0000,0.6100,22.4500,10.4500,1.0000,98,92,6,0,196,184,12,0,2.3000,2,24,53.7734,53.7734,469.2050,0.114605,0.114605,0.114605,0.114605,6.1224,12,1
four_control_asymmetric,4 asymmetric control cores,rectangular,2,80,40.0000,0.6100,22.4500,10.4500,1.0000,98,94,0,4,196,188,0,8,2.3500,2,28,54.9424,57.2803,469.2050,0.117097,0.122080,0.122080,0.117097,4.0816,8,1
r_empty_row_cols,Old R/GeoMx empty row + columns,rectangular,2,80,40.0000,0.6100,22.4500,10.4500,1.0000,98,72,26,0,196,144,52,0,1.8000,1,64,42.0835,42.0835,469.2050,0.089691,0.089691,0.089691,0.089691,26.5306,24,1
none,No orientation holes,rectangular,2,80,40.0000,0.6200,22.4500,10.4500,1.0000,98,98,0,0,196,196,0,0,2.4500,2,36,59.1738,59.1738,469.2050,0.126115,0.126115,0.126115,0.126115,0.0000,0,1
four_empty_row,4 empty holes in one row,rectangular,2,80,40.0000,0.6200,22.4500,10.4500,1.0000,98,94,4,0,196,188,8,0,2.3500,2,28,56.7585,56.7585,469.2050,0.120967,0.120967,0.120967,0.120967,4.0816,8,1
four_empty_diagonal,4 empty diagonal holes,rectangular,2,80,40.0000,0.6200,22.4500,10.4500,1.0000,98,94,4,0,196,188,8,0,2.3500,2,28,56.7585,56.7585,469.2050,0.120967,0.120967,0.120967,0.120967,4.0816,6,1
six_empty_staircase,6 empty staircase holes,rectangular,2,80,40.0000,0.6200,22.4500,10.4500,1.0000,98,92,6,0,196,184,12,0,2.3000,2,24,55.5509,55.5509,469.2050,0.118394,0.118394,0.118394,0.118394,6.1224,12,1
four_control_asymmetric,4 asymmetric control cores,rectangular,2,80,40.0000,0.6200,22.4500,10.4500,1.0000,98,94,0,4,196,188,0,8,2.3500,2,28,56.7585,59.1738,469.2050,0.120967,0.126115,0.126115,0.120967,4.0816,8,1
r_empty_row_cols,Old R/GeoMx empty row + columns,rectangular,2,80,40.0000,0.6200,22.4500,10.4500,1.0000,98,72,26,0,196,144,52,0,1.8000,1,64,43.4746,43.4746,469.2050,0.092656,0.092656,0.092656,0.092656,26.5306,24,1
none,No orientation holes,rectangular,2,80,40.0000,0.6300,22.4500,10.4500,1.0000,98,98,0,0,196,196,0,0,2.4500,2,36,61.0980,61.0980,469.2050,0.130216,0.130216,0.130216,0.130216,0.0000,0,1
four_empty_row,4 empty holes in one row,rectangular,2,80,40.0000,0.6300,22.4500,10.4500,1.0000,98,94,4,0,196,188,8,0,2.3500,2,28,58.6042,58.6042,469.2050,0.124901,0.124901,0.124901,0.124901,4.0816,8,1
four_empty_diagonal,4 empty diagonal holes,rectangular,2,80,40.0000,0.6300,22.4500,10.4500,1.0000,98,94,4,0,196,188,8,0,2.3500,2,28,58.6042,58.6042,469.2050,0.124901,0.124901,0.124901,0.124901,4.0816,6,1
six_empty_staircase,6 empty staircase holes,rectangular,2,80,40.0000,0.6300,22.4500,10.4500,1.0000,98,92,6,0,196,184,12,0,2.3000,2,24,57.3573,57.3573,469.2050,0.122244,0.122244,0.122244,0.122244,6.1224,12,1
four_control_asymmetric,4 asymmetric control cores,rectangular,2,80,40.0000,0.6300,22.4500,10.4500,1.0000,98,94,0,4,196,188,0,8,2.3500,2,28,58.6042,61.0980,469.2050,0.124901,0.130216,0.130216,0.124901,4.0816,8,1
r_empty_row_cols,Old R/GeoMx empty row + columns,rectangular,2,80,40.0000,0.6300,22.4500,10.4500,1.0000,98,72,26,0,196,144,52,0,1.8000,1,64,44.8883,44.8883,469.2050,0.095669,0.095669,0.095669,0.095669,26.5306,24,1
none,No orientation holes,rectangular,2,80,40.0000,0.6400,22.4500,10.4500,1.0000,84,84,0,0,168,168,0,0,2.1000,2,8,54.0454,54.0454,469.2050,0.115185,0.115185,0.115185,0.115185,0.0000,0,1
four_empty_row,4 empty holes in one row,rectangular,2,80,40.0000,0.6400,22.4500,10.4500,1.0000,84,80,4,0,168,160,8,0,2.0000,2,0,51.4719,51.4719,469.2050,0.109700,0.109700,0.109700,0.109700,4.7619,8,1
four_empty_diagonal,4 empty diagonal holes,rectangular,2,80,40.0000,0.6400,22.4500,10.4500,1.0000,84,80,4,0,168,160,8,0,2.0000,2,0,51.4719,51.4719,469.2050,0.109700,0.109700,0.109700,0.109700,4.7619,8,1
six_empty_staircase,6 empty staircase holes,rectangular,2,80,40.0000,0.6400,22.4500,10.4500,1.0000,84,78,6,0,168,156,12,0,1.9500,1,76,50.1851,50.1851,469.2050,0.106958,0.106958,0.106958,0.106958,7.1429,12,1
four_control_asymmetric,4 asymmetric control cores,rectangular,2,80,40.0000,0.6400,22.4500,10.4500,1.0000,84,80,0,4,168,160,0,8,2.0000,2,0,51.4719,54.0454,469.2050,0.109700,0.115185,0.115185,0.109700,4.7619,8,1
r_empty_row_cols,Old R/GeoMx empty row + columns,rectangular,2,80,40.0000,0.6400,22.4500,10.4500,1.0000,84,60,24,0,168,120,48,0,1.5000,1,40,38.6039,38.6039,469.2050,0.082275,0.082275,0.082275,0.082275,28.5714,20,1
none,No orientation holes,rectangular,2,80,40.0000,0.6500,22.4500,10.4500,1.0000,84,84,0,0,168,168,0,0,2.1000,2,8,55.7476,55.7476,469.2050,0.118813,0.118813,0.118813,0.118813,0.0000,0,1
four_empty_row,4 empty holes in one row,rectangular,2,80,40.0000,0.6500,22.4500,10.4500,1.0000,84,80,4,0,168,160,8,0,2.0000,2,0,53.0929,53.0929,469.2050,0.113155,0.113155,0.113155,0.113155,4.7619,8,1
four_empty_diagonal,4 empty diagonal holes,rectangular,2,80,40.0000,0.6500,22.4500,10.4500,1.0000,84,80,4,0,168,160,8,0,2.0000,2,0,53.0929,53.0929,469.2050,0.113155,0.113155,0.113155,0.113155,4.7619,8,1
six_empty_staircase,6 empty staircase holes,rectangular,2,80,40.0000,0.6500,22.4500,10.4500,1.0000,84,78,6,0,168,156,12,0,1.9500,1,76,51.7656,51.7656,469.2050,0.110326,0.110326,0.110326,0.110326,7.1429,12,1
four_control_asymmetric,4 asymmetric control cores,rectangular,2,80,40.0000,0.6500,22.4500,10.4500,1.0000,84,80,0,4,168,160,0,8,2.0000,2,0,53.0929,55.7476,469.2050,0.113155,0.118813,0.118813,0.113155,4.7619,8,1
r_empty_row_cols,Old R/GeoMx empty row + columns,rectangular,2,80,40.0000,0.6500,22.4500,10.4500,1.0000,84,60,24,0,168,120,48,0,1.5000,1,40,39.8197,39.8197,469.2050,0.084866,0.084866,0.084866,0.084866,28.5714,20,1
none,No orientation holes,rectangular,2,80,40.0000,0.6600,22.4500,10.4500,1.0000,84,84,0,0,168,168,0,0,2.1000,2,8,57.4761,57.4761,469.2050,0.122497,0.122497,0.122497,0.122497,0.0000,0,1
four_empty_row,4 empty holes in one row,rectangular,2,80,40.0000,0.6600,22.4500,10.4500,1.0000,84,80,4,0,168,160,8,0,2.0000,2,0,54.7391,54.7391,469.2050,0.116664,0.116664,0.116664,0.116664,4.7619,8,1
four_empty_diagonal,4 empty diagonal holes,rectangular,2,80,40.0000,0.6600,22.4500,10.4500,1.0000,84,80,4,0,168,160,8,0,2.0000,2,0,54.7391,54.7391,469.2050,0.116664,0.116664,0.116664,0.116664,4.7619,8,1
six_empty_staircase,6 empty staircase holes,rectangular,2,80,40.0000,0.6600,22.4500,10.4500,1.0000,84,78,6,0,168,156,12,0,1.9500,1,76,53.3706,53.3706,469.2050,0.113747,0.113747,0.113747,0.113747,7.1429,12,1
four_control_asymmetric,4 asymmetric control cores,rectangular,2,80,40.0000,0.6600,22.4500,10.4500,1.0000,84,80,0,4,168,160,0,8,2.0000,2,0,54.7391,57.4761,469.2050,0.116664,0.122497,0.122497,0.116664,4.7619,8,1
r_empty_row_cols,Old R/GeoMx empty row + columns,rectangular,2,80,40.0000,0.6600,22.4500,10.4500,1.0000,84,60,24,0,168,120,48,0,1.5000,1,40,41.0543,41.0543,469.2050,0.087498,0.087498,0.087498,0.087498,28.5714,20,1
none,No orientation holes,rectangular,2,80,40.0000,0.6700,22.4500,10.4500,1.0000,84,84,0,0,168,168,0,0,2.1000,2,8,59.2310,59.2310,469.2050,0.126237,0.126237,0.126237,0.126237,0.0000,0,1
four_empty_row,4 empty holes in one row,rectangular,2,80,40.0000,0.6700,22.4500,10.4500,1.0000,84,80,4,0,168,160,8,0,2.0000,2,0,56.4104,56.4104,469.2050,0.120226,0.120226,0.120226,0.120226,4.7619,8,1
four_empty_diagonal,4 empty diagonal holes,rectangular,2,80,40.0000,0.6700,22.4500,10.4500,1.0000,84,80,4,0,168,160,8,0,2.0000,2,0,56.4104,56.4104,469.2050,0.120226,0.120226,0.120226,0.120226,4.7619,8,1
six_empty_staircase,6 empty staircase holes,rectangular,2,80,40.0000,0.6700,22.4500,10.4500,1.0000,84,78,6,0,168,156,12,0,1.9500,1,76,55.0002,55.0002,469.2050,0.117220,0.117220,0.117220,0.117220,7.1429,12,1
four_control_asymmetric,4 asymmetric control cores,rectangular,2,80,40.0000,0.6700,22.4500,10.4500,1.0000,84,80,0,4,168,160,0,8,2.0000,2,0,56.4104,59.2310,469.2050,0.120226,0.126237,0.126237,0.120226,4.7619,8,1
r_empty_row_cols,Old R/GeoMx empty row + columns,rectangular,2,80,40.0000,0.6700,22.4500,10.4500,1.0000,84,60,24,0,168,120,48,0,1.5000,1,40,42.3078,42.3078,469.2050,0.090169,0.090169,0.090169,0.090169,28.5714,20,1
none,No orientation holes,rectangular,2,80,40.0000,0.6800,22.4500,10.4500,1.0000,78,78,0,0,156,156,0,0,1.9500,1,76,56.6542,56.6542,469.2050,0.120745,0.120745,0.120745,0.120745,0.0000,0,1
four_empty_row,4 empty holes in one row,rectangular,2,80,40.0000,0.6800,22.4500,10.4500,1.0000,78,74,4,0,156,148,8,0,1.8500,1,68,53.7489,53.7489,469.2050,0.114553,0.114553,0.114553,0.114553,5.1282,8,1
four_empty_diagonal,4 empty diagonal holes,rectangular,2,80,40.0000,0.6800,22.4500,10.4500,1.0000,78,74,4,0,156,148,8,0,1.8500,1,68,53.7489,53.7489,469.2050,0.114553,0.114553,0.114553,0.114553,5.1282,8,1
six_empty_staircase,6 empty staircase holes,rectangular,2,80,40.0000,0.6800,22.4500,10.4500,1.0000,78,72,6,0,156,144,12,0,1.8000,1,64,52.2962,52.2962,469.2050,0.111457,0.111457,0.111457,0.111457,7.6923,12,1
four_control_asymmetric,4 asymmetric control cores,rectangular,2,80,40.0000,0.6800,22.4500,10.4500,1.0000,78,74,0,4,156,148,0,8,1.8500,1,68,53.7489,56.6542,469.2050,0.114553,0.120745,0.120745,0.114553,5.1282,8,1
r_empty_row_cols,Old R/GeoMx empty row + columns,rectangular,2,80,40.0000,0.6800,22.4500,10.4500,1.0000,78,55,23,0,156,110,46,0,1.3750,1,30,39.9485,39.9485,469.2050,0.085141,0.085141,0.085141,0.085141,29.4872,10,1
none,No orientation holes,rectangular,2,80,40.0000,0.6900,22.4500,10.4500,1.0000,78,78,0,0,156,156,0,0,1.9500,1,76,58.3328,58.3328,469.2050,0.124323,0.124323,0.124323,0.124323,0.0000,0,1
four_empty_row,4 empty holes in one row,rectangular,2,80,40.0000,0.6900,22.4500,10.4500,1.0000,78,74,4,0,156,148,8,0,1.8500,1,68,55.3414,55.3414,469.2050,0.117947,0.117947,0.117947,0.117947,5.1282,8,1
four_empty_diagonal,4 empty diagonal holes,rectangular,2,80,40.0000,0.6900,22.4500,10.4500,1.0000,78,74,4,0,156,148,8,0,1.8500,1,68,55.3414,55.3414,469.2050,0.117947,0.117947,0.117947,0.117947,5.1282,8,1
six_empty_staircase,6 empty staircase holes,rectangular,2,80,40.0000,0.6900,22.4500,10.4500,1.0000,78,72,6,0,156,144,12,0,1.8000,1,64,53.8456,53.8456,469.2050,0.114759,0.114759,0.114759,0.114759,7.6923,12,1
four_control_asymmetric,4 asymmetric control cores,rectangular,2,80,40.0000,0.6900,22.4500,10.4500,1.0000,78,74,0,4,156,148,0,8,1.8500,1,68,55.3414,58.3328,469.2050,0.117947,0.124323,0.124323,0.117947,5.1282,8,1
r_empty_row_cols,Old R/GeoMx empty row + columns,rectangular,2,80,40.0000,0.6900,22.4500,10.4500,1.0000,78,55,23,0,156,110,46,0,1.3750,1,30,41.1321,41.1321,469.2050,0.087663,0.087663,0.087663,0.087663,29.4872,10,1
none,No orientation holes,rectangular,2,80,40.0000,0.7000,22.4500,10.4500,1.0000,78,78,0,0,156,156,0,0,1.9500,1,76,60.0358,60.0358,469.2050,0.127952,0.127952,0.127952,0.127952,0.0000,0,1
four_empty_row,4 empty holes in one row,rectangular,2,80,40.0000,0.7000,22.4500,10.4500,1.0000,78,74,4,0,156,148,8,0,1.8500,1,68,56.9571,56.9571,469.2050,0.121391,0.121391,0.121391,0.121391,5.1282,8,1
four_empty_diagonal,4 empty diagonal holes,rectangular,2,80,40.0000,0.7000,22.4500,10.4500,1.0000,78,74,4,0,156,148,8,0,1.8500,1,68,56.9571,56.9571,469.2050,0.121391,0.121391,0.121391,0.121391,5.1282,8,1
six_empty_staircase,6 empty staircase holes,rectangular,2,80,40.0000,0.7000,22.4500,10.4500,1.0000,78,72,6,0,156,144,12,0,1.8000,1,64,55.4177,55.4177,469.2050,0.118110,0.118110,0.118110,0.118110,7.6923,12,1
four_control_asymmetric,4 asymmetric control cores,rectangular,2,80,40.0000,0.7000,22.4500,10.4500,1.0000,78,74,0,4,156,148,0,8,1.8500,1,68,56.9571,60.0358,469.2050,0.121391,0.127952,0.127952,0.121391,5.1282,8,1
r_empty_row_cols,Old R/GeoMx empty row + columns,rectangular,2,80,40.0000,0.7000,22.4500,10.4500,1.0000,78,55,23,0,156,110,46,0,1.3750,1,30,42.3330,42.3330,469.2050,0.090223,0.090223,0.090223,0.090223,29.4872,10,1
none,No orientation holes,rectangular,2,80,40.0000,0.7100,22.4500,10.4500,1.0000,78,78,0,0,156,156,0,0,1.9500,1,76,61.7634,61.7634,469.2050,0.131634,0.131634,0.131634,0.131634,0.0000,0,1
four_empty_row,4 empty holes in one row,rectangular,2,80,40.0000,0.7100,22.4500,10.4500,1.0000,78,74,4,0,156,148,8,0,1.8500,1,68,58.5960,58.5960,469.2050,0.124884,0.124884,0.124884,0.124884,5.1282,8,1
four_empty_diagonal,4 empty diagonal holes,rectangular,2,80,40.0000,0.7100,22.4500,10.4500,1.0000,78,74,4,0,156,148,8,0,1.8500,1,68,58.5960,58.5960,469.2050,0.124884,0.124884,0.124884,0.124884,5.1282,8,1
six_empty_staircase,6 empty staircase holes,rectangular,2,80,40.0000,0.7100,22.4500,10.4500,1.0000,78,72,6,0,156,144,12,0,1.8000,1,64,57.0124,57.0124,469.2050,0.121508,0.121508,0.121508,0.121508,7.6923,12,1
four_control_asymmetric,4 asymmetric control cores,rectangular,2,80,40.0000,0.7100,22.4500,10.4500,1.0000,78,74,0,4,156,148,0,8,1.8500,1,68,58.5960,61.7634,469.2050,0.124884,0.131634,0.131634,0.124884,5.1282,8,1
r_empty_row_cols,Old R/GeoMx empty row + columns,rectangular,2,80,40.0000,0.7100,22.4500,10.4500,1.0000,78,55,23,0,156,110,46,0,1.3750,1,30,43.5511,43.5511,469.2050,0.092819,0.092819,0.092819,0.092819,29.4872,10,1
none,No orientation holes,rectangular,2,80,40.0000,0.7200,22.4500,10.4500,1.0000,78,78,0,0,156,156,0,0,1.9500,1,76,63.5155,63.5155,469.2050,0.135368,0.135368,0.135368,0.135368,0.0000,0,1
four_empty_row,4 empty holes in one row,rectangular,2,80,40.0000,0.7200,22.4500,10.4500,1.0000,78,74,4,0,156,148,8,0,1.8500,1,68,60.2583,60.2583,469.2050,0.128426,0.128426,0.128426,0.128426,5.1282,8,1
four_empty_diagonal,4 empty diagonal holes,rectangular,2,80,40.0000,0.7200,22.4500,10.4500,1.0000,78,74,4,0,156,148,8,0,1.8500,1,68,60.2583,60.2583,469.2050,0.128426,0.128426,0.128426,0.128426,5.1282,8,1
six_empty_staircase,6 empty staircase holes,rectangular,2,80,40.0000,0.7200,22.4500,10.4500,1.0000,78,72,6,0,156,144,12,0,1.8000,1,64,58.6297,58.6297,469.2050,0.124955,0.124955,0.124955,0.124955,7.6923,12,1
four_control_asymmetric,4 asymmetric control cores,rectangular,2,80,40.0000,0.7200,22.4500,10.4500,1.0000,78,74,0,4,156,148,0,8,1.8500,1,68,60.2583,63.5155,469.2050,0.128426,0.135368,0.135368,0.128426,5.1282,8,1
r_empty_row_cols,Old R/GeoMx empty row + columns,rectangular,2,80,40.0000,0.7200,22.4500,10.4500,1.0000,78,55,23,0,156,110,46,0,1.3750,1,30,44.7865,44.7865,469.2050,0.095452,0.095452,0.095452,0.095452,29.4872,10,1
none,No orientation holes,rectangular,2,80,40.0000,0.7300,22.4500,10.4500,1.0000,78,78,0,0,156,156,0,0,1.9500,1,76,65.2920,65.2920,469.2050,0.139155,0.139155,0.139155,0.139155,0.0000,0,1
four_empty_row,4 empty holes in one row,rectangular,2,80,40.0000,0.7300,22.4500,10.4500,1.0000,78,74,4,0,156,148,8,0,1.8500,1,68,61.9437,61.9437,469.2050,0.132018,0.132018,0.132018,0.132018,5.1282,8,1
four_empty_diagonal,4 empty diagonal holes,rectangular,2,80,40.0000,0.7300,22.4500,10.4500,1.0000,78,74,4,0,156,148,8,0,1.8500,1,68,61.9437,61.9437,469.2050,0.132018,0.132018,0.132018,0.132018,5.1282,8,1
six_empty_staircase,6 empty staircase holes,rectangular,2,80,40.0000,0.7300,22.4500,10.4500,1.0000,78,72,6,0,156,144,12,0,1.8000,1,64,60.2696,60.2696,469.2050,0.128450,0.128450,0.128450,0.128450,7.6923,12,1
four_control_asymmetric,4 asymmetric control cores,rectangular,2,80,40.0000,0.7300,22.4500,10.4500,1.0000,78,74,0,4,156,148,0,8,1.8500,1,68,61.9437,65.2920,469.2050,0.132018,0.139155,0.139155,0.132018,5.1282,8,1
r_empty_row_cols,Old R/GeoMx empty row + columns,rectangular,2,80,40.0000,0.7300,22.4500,10.4500,1.0000,78,55,23,0,156,110,46,0,1.3750,1,30,46.0393,46.0393,469.2050,0.098122,0.098122,0.098122,0.098122,29.4872,10,1
none,No orientation holes,rectangular,2,80,40.0000,0.7400,22.4500,10.4500,1.0000,78,78,0,0,156,156,0,0,1.9500,1,76,67.0931,67.0931,469.2050,0.142993,0.142993,0.142993,0.142993,0.0000,0,1
four_empty_row,4 empty holes in one row,rectangular,2,80,40.0000,0.7400,22.4500,10.4500,1.0000,78,74,4,0,156,148,8,0,1.8500,1,68,63.6524,63.6524,469.2050,0.135660,0.135660,0.135660,0.135660,5.1282,8,1
four_empty_diagonal,4 empty diagonal holes,rectangular,2,80,40.0000,0.7400,22.4500,10.4500,1.0000,78,74,4,0,156,148,8,0,1.8500,1,68,63.6524,63.6524,469.2050,0.135660,0.135660,0.135660,0.135660,5.1282,8,1
six_empty_staircase,6 empty staircase holes,rectangular,2,80,40.0000,0.7400,22.4500,10.4500,1.0000,78,72,6,0,156,144,12,0,1.8000,1,64,61.9321,61.9321,469.2050,0.131994,0.131994,0.131994,0.131994,7.6923,12,1
four_control_asymmetric,4 asymmetric control cores,rectangular,2,80,40.0000,0.7400,22.4500,10.4500,1.0000,78,74,0,4,156,148,0,8,1.8500,1,68,63.6524,67.0931,469.2050,0.135660,0.142993,0.142993,0.135660,5.1282,8,1
r_empty_row_cols,Old R/GeoMx empty row + columns,rectangular,2,80,40.0000,0.7400,22.4500,10.4500,1.0000,78,55,23,0,156,110,46,0,1.3750,1,30,47.3092,47.3092,469.2050,0.100829,0.100829,0.100829,0.100829,29.4872,10,1
none,No orientation holes,rectangular,2,80,40.0000,0.7500,22.4500,10.4500,1.0000,78,78,0,0,156,156,0,0,1.9500,1,76,68.9187,68.9187,469.2050,0.146884,0.146884,0.146884,0.146884,0.0000,0,1
four_empty_row,4 empty holes in one row,rectangular,2,80,40.0000,0.7500,22.4500,10.4500,1.0000,78,74,4,0,156,148,8,0,1.8500,1,68,65.3844,65.3844,469.2050,0.139351,0.139351,0.139351,0.139351,5.1282,8,1
four_empty_diagonal,4 empty diagonal holes,rectangular,2,80,40.0000,0.7500,22.4500,10.4500,1.0000,78,74,4,0,156,148,8,0,1.8500,1,68,65.3844,65.3844,469.2050,0.139351,0.139351,0.139351,0.139351,5.1282,8,1
six_empty_staircase,6 empty staircase holes,rectangular,2,80,40.0000,0.7500,22.4500,10.4500,1.0000,78,72,6,0,156,144,12,0,1.8000,1,64,63.6173,63.6173,469.2050,0.135585,0.135585,0.135585,0.135585,7.6923,12,1
four_control_asymmetric,4 asymmetric control cores,rectangular,2,80,40.0000,0.7500,22.4500,10.4500,1.0000,78,74,0,4,156,148,0,8,1.8500,1,68,65.3844,68.9187,469.2050,0.139351,0.146884,0.146884,0.139351,5.1282,8,1
r_empty_row_cols,Old R/GeoMx empty row + columns,rectangular,2,80,40.0000,0.7500,22.4500,10.4500,1.0000,78,55,23,0,156,110,46,0,1.3750,1,30,48.5965,48.5965,469.2050,0.103572,0.103572,0.103572,0.103572,29.4872,10,1
none,No orientation holes,rectangular,2,80,40.0000,0.7600,22.4500,10.4500,1.0000,78,78,0,0,156,156,0,0,1.9500,1,76,70.7688,70.7688,469.2050,0.150827,0.150827,0.150827,0.150827,0.0000,0,1
four_empty_row,4 empty holes in one row,rectangular,2,80,40.0000,0.7600,22.4500,10.4500,1.0000,78,74,4,0,156,148,8,0,1.8500,1,68,67.1396,67.1396,469.2050,0.143092,0.143092,0.143092,0.143092,5.1282,8,1
four_empty_diagonal,4 empty diagonal holes,rectangular,2,80,40.0000,0.7600,22.4500,10.4500,1.0000,78,74,4,0,156,148,8,0,1.8500,1,68,67.1396,67.1396,469.2050,0.143092,0.143092,0.143092,0.143092,5.1282,8,1
six_empty_staircase,6 empty staircase holes,rectangular,2,80,40.0000,0.7600,22.4500,10.4500,1.0000,78,72,6,0,156,144,12,0,1.8000,1,64,65.3250,65.3250,469.2050,0.139225,0.139225,0.139225,0.139225,7.6923,12,1
four_control_asymmetric,4 asymmetric control cores,rectangular,2,80,40.0000,0.7600,22.4500,10.4500,1.0000,78,74,0,4,156,148,0,8,1.8500,1,68,67.1396,70.7688,469.2050,0.143092,0.150827,0.150827,0.143092,5.1282,8,1
r_empty_row_cols,Old R/GeoMx empty row + columns,rectangular,2,80,40.0000,0.7600,22.4500,10.4500,1.0000,78,55,23,0,156,110,46,0,1.3750,1,30,49.9011,49.9011,469.2050,0.106352,0.106352,0.106352,0.106352,29.4872,10,1
none,No orientation holes,rectangular,2,80,40.0000,0.7700,22.4500,10.4500,1.0000,78,78,0,0,156,156,0,0,1.9500,1,76,72.6434,72.6434,469.2050,0.154822,0.154822,0.154822,0.154822,0.0000,0,1
four_empty_row,4 empty holes in one row,rectangular,2,80,40.0000,0.7700,22.4500,10.4500,1.0000,78,74,4,0,156,148,8,0,1.8500,1,68,68.9181,68.9181,469.2050,0.146883,0.146883,0.146883,0.146883,5.1282,8,1
four_empty_diagonal,4 empty diagonal holes,rectangular,2,80,40.0000,0.7700,22.4500,10.4500,1.0000,78,74,4,0,156,148,8,0,1.8500,1,68,68.9181,68.9181,469.2050,0.146883,0.146883,0.146883,0.146883,5.1282,8,1
six_empty_staircase,6 empty staircase holes,rectangular,2,80,40.0000,0.7700,22.4500,10.4500,1.0000,78,72,6,0,156,144,12,0,1.8000,1,64,67.0554,67.0554,469.2050,0.142913,0.142913,0.142913,0.142913,7.6923,12,1
four_control_asymmetric,4 asymmetric control cores,rectangular,2,80,40.0000,0.7700,22.4500,10.4500,1.0000,78,74,0,4,156,148,0,8,1.8500,1,68,68.9181,72.6434,469.2050,0.146883,0.154822,0.154822,0.146883,5.1282,8,1
r_empty_row_cols,Old R/GeoMx empty row + columns,rectangular,2,80,40.0000,0.7700,22.4500,10.4500,1.0000,78,55,23,0,156,110,46,0,1.3750,1,30,51.2229,51.2229,469.2050,0.109170,0.109170,0.109170,0.109170,29.4872,10,1
none,No orientation holes,rectangular,2,80,40.0000,0.7800,22.4500,10.4500,1.0000,78,78,0,0,156,156,0,0,1.9500,1,76,74.5425,74.5425,469.2050,0.158870,0.158870,0.158870,0.158870,0.0000,0,1
four_empty_row,4 empty holes in one row,rectangular,2,80,40.0000,0.7800,22.4500,10.4500,1.0000,78,74,4,0,156,148,8,0,1.8500,1,68,70.7198,70.7198,469.2050,0.150723,0.150723,0.150723,0.150723,5.1282,8,1
four_empty_diagonal,4 empty diagonal holes,rectangular,2,80,40.0000,0.7800,22.4500,10.4500,1.0000,78,74,4,0,156,148,8,0,1.8500,1,68,70.7198,70.7198,469.2050,0.150723,0.150723,0.150723,0.150723,5.1282,8,1
six_empty_staircase,6 empty staircase holes,rectangular,2,80,40.0000,0.7800,22.4500,10.4500,1.0000,78,72,6,0,156,144,12,0,1.8000,1,64,68.8084,68.8084,469.2050,0.146649,0.146649,0.146649,0.146649,7.6923,12,1
